icao,type,description,frequency_mhz
KPRN,CNTR,ATLANTA CNTR,120.55
KPRN,UNIC,CTAF/UNICOM,122.8
KPRO,A/D,DES MOINES APP/DEP,135.2
KPRO,UNIC,CTAF/UNICOM,122.8
KPRS,CTAF,CTAF,122.9
KPRX,AWOS,AWOS 3,119.675
KPRX,CNTR,FORT WORTH CNTR,123.925
KPRX,RDO,FORT WORTH RDO,122.25
KPRX,UNIC,CTAF/UNICOM,122.975
KPRZ,APP,CANNON APP,125.5
KPRZ,AWOS,AWOS 3,118.175
KPRZ,CLD,CANNON CLNC DEL,119
KPRZ,DEP,CANNON DEP,125.5
KPRZ,UNIC,CTAF/UNICOM,122.8
KPSB,AWOS,AWOS 3,127.525
KPSB,CNTR,NEW YORK CNTR,134.8
KPSB,CTAF,CTAF,122.9
KPSB,RDO,ALTOONA RDO,122.5
KPSC,A/D,CHINOOK APP/DEP,128.75
KPSC,ATIS,ATIS,125.65
KPSC,CLD,CLNC DEL,120
KPSC,CTAF,CTAF,135.3
KPSC,GND,GND,121.8
KPSC,RDO,SEATTLE RDO,122.4
KPSC,TWR,TWR,135.3
KPSC,UNIC,UNICOM,122.95
KPSF,A/D,ALBANY APP/DEP,125
KPSF,ASOS,ASOS,135.375
KPSF,CLD,ALBANY CLNC DEL,128.6
KPSF,RDO,BURLINGTON RDO,122.05
KPSF,UNIC,CTAF/UNICOM,122.7
KPSK,A/D,ROANOKE APP/DEP,126
KPSK,AWOS,AWOS 3,127.375
KPSK,CLD,CLNC DEL,121.7
KPSK,RDO,LEESBURG RDO,122.3
KPSK,UNIC,CTAF/UNICOM,122.7
KPSM,APP,BOSTON APP,125.05
KPSM,ATIS,ATIS,132.05
KPSM,CLD,CLNC DEL,33.58
KPSM,DEP,DEP,125.05
KPSM,GCA,GCA,127.05
KPSM,GND,GND,120.95
KPSM,MISC,ARW ANG OPS,134.1
KPSM,TWR,TWR,128.4
KPSM,UNIC,UNICOM,122.95
KPSN,A/D,FORT WORTH CNTR,135.25
KPSN,AWOS,AWOS 3,118.025
KPSN,UNIC,CTAF/UNICOM,122.7
KPSO,UNIC,CTAF/UNICOM,122.7
KPSP,A/D,APP/DEP,126.7
KPSP,ATIS,ATIS,118.25
KPSP,CLD,CLNC DEL,128.35
KPSP,CTAF,CTAF,119.7
KPSP,GND,GND,121.9
KPSP,RDO,RIVERSIDE RDO,115.5
KPSP,TWR,TWR,119.7
KPSP,UNIC,UNICOM,122.95
KPSX,ASOS,ASOS,118.025
KPSX,CNTR,HOUSTON CNTR,128.6
KPSX,RDO,MONTGOMERY CO RDO,122.25
KPSX,UNIC,CTAF/UNICOM,122.8
KPTB,APP,POTOMAC APP,134.7
KPTB,AWOS,AWOS 3,133.325
KPTB,DEP,POTOMAC DEP,134.7
KPTB,UNIC,CTAF/UNICOM,122.7
KPTD,CNTR,BOSTON CNTR,135.25
KPTD,UNIC,UNICOM,122.8
KPTK,A/D,DETROIT APP/DEP,127.5
KPTK,ATIS,ATIS,125.45
KPTK,CLD,CLNC DEL,118.25
KPTK,CTAF,CTAF,120.5
KPTK,GND,GND,121.9
KPTK,RDO,LANSING RDO,111
KPTK,TWR,PONTIAC TWR,120.5
KPTK,UNIC,UNICOM,122.95
KPTN,A/D,NEW ORLEANS APP/DEP,124.3
KPTN,AWOS,AWOS 3,134.575
KPTN,RDO,DE RIDDER RDO,122.5
KPTN,UNIC,CTAF/UNICOM,122.8
KPTS,AWOS,AWOS 3,118.775
KPTS,CNTR,KANSAS CITY CNTR,128.6
KPTS,RDO,WICHITA RDO,122.15
KPTS,UNIC,CTAF/UNICOM,123
KPTT,AWOS,AWOS 3,118.725
KPTT,UNIC,CTAF/UNICOM,122.8
KPTV,A/D,BAKERSFIELD APP/DEP,120.5
KPTV,AWOS,AWOS 3,134.625
KPTV,RDO,RANCHO RDO,109.2
KPTV,UNIC,CTAF/UNICOM,122.8
KPTW,A/D,PHILADELPHIA APP/DEP,126.85
KPTW,ASOS,ASOS,119.425
KPTW,CLD,CLNC DEL,118.55
KPTW,UNIC,CTAF/UNICOM,122.7
KPUB,A/D,APP/DEP,120.1
KPUB,ATIS,ATIS,125.25
KPUB,CTAF,CTAF,119.1
KPUB,GND,GND,121.9
KPUB,RDO,DENVER RDO,122.2
KPUB,TWR,TWR,119.1
KPUB,UNIC,UNICOM,122.95
KPUC,ASOS,ASOS,135.425
KPUC,CNTR,SALT LAKE CITY CNTR,133.9
KPUC,RDO,CEDAR CITY RDO,122.2
KPUC,UNIC,CTAF/UNICOM,122.8
KPUW,ASOS,ASOS,135.675
KPUW,CNTR,SEATTLE CNTR,123.95
KPUW,RDO,SEATTLE RDO,122.6
KPUW,UNIC,CTAF/UNICOM,122.8
KPVB,CNTR,CHICAGO CNTR,133.95
KPVB,RDO,GREEN BAY RDO,122.5
KPVB,UNIC,CTAF/UNICOM,122.7
KPVC,A/D,CAPE APP/DEP,118.2
KPVC,AWOS,AWOS 3,119.025
KPVC,CLD,OTIS CLNC DEL,120.65
KPVC,UNIC,CTAF/UNICOM,122.8
KPVD,A/D,PROVIDENCE APP/DEP,135.4
KPVD,ATIS,ATIS,124.2
KPVD,CLD,CLNC DEL,126.65
KPVD,CTAF,CTAF,120.7
KPVD,GND,PROVIDENCE GND,121.9
KPVD,RDO,BRIDGEPORT RDO,122.6
KPVD,TWR,PROVIDENCE TWR,120.7
KPVE,A/D,APP/DEP,125.85
KPVE,AWOS,AWOS 3,118.125
KPVE,CTAF,CTAF,123
KPVE,UNIC,UNICOM,123
KPVF,A/D,NORCAL APP/DEP,127.4
KPVF,RDO,RANCHO RDO,115.5
KPVF,UNIC,CTAF/UNICOM,122.8
KPVG,A/D,NORFOLK APP/DEP,118.9
KPVG,AWOS,AWOS 3PT,118.375
KPVG,CTAF/UNICOM,Hampton Roads Traffic/UNICOM,122.72
KPVJ,AWOS,AWOS 3,118.675
KPVJ,CNTR,FORT WORTH CNTR,128.1
KPVJ,UNIC,CTAF/UNICOM,122.8
KPVU,APP,SALT LAKE CITY APP,124.3
KPVU,ATIS,ATIS,135.175
KPVU,AWOS,AWOS 3,135.175
KPVU,DEP,SALT LAKE CITY DEP,118.85
KPVU,GND,GND,119.4
KPVU,TWR,TWR,125.3
KPVU,UNIC,CTAF/UNICOM,125.3
KPVW,A/D,LUBBOCK APP/DEP,119.2
KPVW,AWOS,AWOS 3,119.675
KPVW,CLD,LUBBOCK CLNC DEL,121.7
KPVW,RDO,FORT WORTH RDO,122.55
KPVW,UNIC,CTAF/UNICOM,123
KPWA,A/D,OKE CITY APP/DEP,120.45
KPWA,ATIS,ATIS,128.725
KPWA,CTAF,CTAF,126.9
KPWA,GND,GND,121.7
KPWA,RDO,MC ALESTER RDO,122.4
KPWA,TWR,TWR,126.9
KPWA,UNIC,UNICOM,122.95
KPWC,AWOS,AWOS 3,118.525
KPWC,CNTR,MINNEAPOLIS  CNTR,118.05
KPWC,CTAF,CTAF,122.9
KPWD,UNIC,CTAF/UNICOM,122.8
KPWG,APP,WACO APP,135.2
KPWG,AWOS,AWOS 3,135.525
KPWG,DEP,WACO DEP,126.125
KPWG,UNIC,CTAF/UNICOM,122.8
KPWK,A/D,CHICAGO APP/DEP,120.55
KPWK,ATIS,ATIS,124.2
KPWK,CLD,CLNC DEL,124.7
KPWK,CTAF,CTAF,119.9
KPWK,GND,GND,121.7
KPWK,TWR,TWR,119.9
KPWK,UNIC,UNICOM,122.95
KPWM,A/D,APP/DEP,119.75
KPWM,ATIS,ATIS,119.05
KPWM,CLD,CLNC DEL,121.9
KPWM,CTAF,CTAF,120.9
KPWM,GND,GND,121.9
KPWM,TWR,TWR,120.9
KPWM,UNIC,UNICOM,122.95
KPWT,A/D,SEATTLE APP/DEP,127.1
KPWT,AWOS,AWOS 3,121.2
KPWT,UNIC,CTAF/UNICOM,123.05
KPXE,A/D,ATLANTA APP/DEP,119.6
KPXE,AWOS,AWOS 3,123.825
KPXE,UNIC,CTAF/UNICOM,122.7
KPYG,A/D,CHARLOTTE APP/DEP,120.05
KPYG,CTAF,CTAF,122.9
KPYM,A/D,CAPE APP/DEP,118.2
KPYM,ASOS,ASOS,135.625
KPYM,CLD,CLNC DEL,127.75
KPYM,UNIC,CTAF/UNICOM,123
KPYN,AWOS,AWOS 3,118.475
KPYN,UNIC,CTAF/UNICOM,122.8
KPYX,AWOS,AWOS 3,118.175
KPYX,CNTR,KANSAS CITY CNTR,126.95
KPYX,UNIC,CTAF/UNICOM,122.8
KPZQ,A/D,ALPENA APP/DEP,128.425
KPZQ,CTAF,CTAF,122.9
KPZQ,RDO,LANSING RDO,108.8
KRAC,A/D,MILWAUKEE APP/DEP,120.15
KRAC,AWOS,ASOS,117.7
KRAC,CLD,CLNC DEL,120.15
KRAC,UNIC,CTAF/UNICOM,123.075
KRAL,A/D,SOCAL APP/DEP,135.4
KRAL,ATIS,ATIS,128.8
KRAL,CTAF,CTAF,121
KRAL,GND,GND,121.7
KRAL,RDO,RDO,25.54
KRAL,RDO,RDO,122.05
KRAL,TWR,TWR,121
KRAL,UNIC,UNICOM,122.95
KRAP,APP,ELLSWORTH APP,119.5
KRAP,ASOS,ASOS,118.525
KRAP,CTAF,CTAF,125.85
KRAP,DEP,ELLSWORTH DEP,119.5
KRAP,GND,GND,121.9
KRAP,OPS,ARNG OPS,41.5
KRAP,RDO,HURON RDO,122.65
KRAP,TWR,TWR,125.85
KRAP,UNIC,UNICOM,122.95
KRAS,A/D,CORPUS APP/DEP,120.9
KRAS,CTAF,CTAF,122.9
KRAW,AWOS,AWOS 3,118.325
KRAW,CTAF,CTAF,122.9
KRBD,A/D,RGNL APP/DEP,125.2
KRBD,ATIS,ATIS,126.35
KRBD,CLD,CLNC DEL,118.625
KRBD,CTAF,CTAF,120.3
KRBD,GND,GND,121.7
KRBD,TWR,EXECUTIVE TWR,120.3
KRBD,UNIC,UNICOM,122.95
KRBE,CTAF,CTAF,122.9
KRBE,FSS,COLUMBUS RDO,122.4
KRBG,ASOS,ASOS,135.475
KRBG,CNTR,SEATTLE CNTR,121.4
KRBG,RDO,MC MINNVILLE RDO,122.55
KRBG,UNIC,CTAF/UNICOM,122.8
KRBL,ASOS,ASOS,120.775
KRBL,CNTR,OAKLAND CNTR,132.2
KRBL,RDO,RANCHO RDO,122.4
KRBL,UNIC,CTAF/UNICOM,123
KRBM,A/D,LITTLE ROCK APP/DEP,119.5
KRBM,CTAF,CTAF,126.2
KRBM,OPS,OPS,41.5
KRBO,APP,KINGSVILLE APP,119.9
KRBO,AWOS,AWOS 3,118.175
KRBO,CTAF,CTAF,122.9
KRBO,DEP,CORPUS DEP,120.9
KRBW,A/D,CHARLESTON APP/DEP,120.7
KRBW,AWOS,AWOS 3,118.725
KRBW,UNIC,CTAF/UNICOM,122.8
KRCA,A/D,APP/DEP,119.5
KRCA,ATIS,ATIS,120.625
KRCA,GND,GND,121.8
KRCA,PMSV,PMSV METRO,37.577
KRCA,POST,COMD POST,32.1
KRCA,PTD,PTD,37.22
KRCA,TWR,TWR,126.05
KRCK,CTAF,CTAF,122.9
KRCM,APP,WHITEMAN APP,127.45
KRCM,DEP,WHITEMAN DEP,125.925
KRCM,UNIC,CTAF/UNICOM,123
KRCR,A/D,SOUTH BEND APP/DEP,132.05
KRCR,AWOS,AWOS 3,118.775
KRCR,UNIC,CTAF/UNICOM,122.7
KRCT,UNIC,CTAF/UNICOM,122.9
KRCX,AWOS,AWOS 3,118.125
KRCX,RDO,GREEN BAY RDO,122.3
KRCZ,A/D,FAYETTEVILLE APP/DEP,127.8
KRCZ,AWOS,AWOS 3,118.775
KRCZ,UNIC,CTAF/UNICOM,122.8
KRDD,ATIS,ATIS,124.1
KRDD,CNTR,OAKLAND CNTR,132.2
KRDD,CTAF,CTAF,119.8
KRDD,GND,GND,121.7
KRDD,RDO,RANCHO RDO,108.4
KRDD,TWR,TWR,119.8
KRDD,UNIC,UNICOM,122.95
KRDG,A/D,APP/DEP,125.15
KRDG,ATIS,ATIS,127.1
KRDG,CTAF,CTAF,119.9
KRDG,GND,GND,121.9
KRDG,TWR,TWR,119.9
KRDG,UNIC,UNICOM,122.95
KRDK,A/D,OMAHA APP/DEP,124.5
KRDK,AWOS,AWOS 3,119.775
KRDK,UNIC,CTAF/UNICOM,122.8
KRDM,ASOS,ASOS,119.025
KRDM,CNTR,SEATTLE CNTR,128.15
KRDM,CTAF,CTAF,124.5
KRDM,GND,GND,121.8
KRDM,RDO,MC MINNVILLE RDO,122.5
KRDM,TWR,REDMOND TWR,124.5
KRDM,UNIC,UNICOM,122.95
KRDR,A/D,APP/DEP,118.1
KRDR,ATIS,ATIS,27.345
KRDR,CLD,CLNC DEL,119.15
KRDR,GND,GND,119.15
KRDR,PMSV,PMSV METRO,34.35
KRDR,POST,COMD POST,31.1
KRDR,PTD,PTD,37.22
KRDR,RDO,RDO,122.2
KRDR,TWR,RED RIVER TWR,124.9
KRDU,APP,APP,124.8
KRDU,ATIS,ATIS,123.8
KRDU,CLD,CLNC DEL,120.1
KRDU,DEP,DEP,125.3
KRDU,GND,GND,121.7
KRDU,OPS,ARNG OPS,49.15
KRDU,RDO,RDO,122.2
KRDU,TWR,TWR,119.3
KRDU,UNIC,UNICOM,122.95
KRED,CTAF,CTAF,122.9
KREI,A/D,SOCAL APP/DEP,127.25
KREI,UNIC,CTAF/UNICOM,123.05
KREO,CTAF,CTAF,122.9
KRFD,A/D,ROCKFORD APP/DEP,121
KRFD,ATIS,ATIS,126.7
KRFD,CLD,CLNC DEL,119.25
KRFD,GND,GND,121.9
KRFD,RDO,KANKAKEE RDO,122.65
KRFD,TWR,ROCKFORD TWR,118.3
KRFD,UNIC,UNICOM,122.95
KRFG,UNIC,CTAF/UNICOM,122.8
KRFI,A/D,LONGVIEW APP/DEP,118.25
KRFI,UNIC,CTAF/UNICOM,122.8
KRGK,AWOS,AWOS 3,119.25
KRGK,CNTR,MINNEAPOLIS CNTR,121.2
KRGK,RDO,GREEN BAY RDO,122.6
KRGK,UNIC,CTAF/UNICOM,123.05
KRHI,ASOS,ASOS,126.825
KRHI,CNTR,MINNEAPOLIS CNTR,133.65
KRHI,RDO,GREEN BAY RDO,109.2
KRHI,UNIC,CTAF/UNICOM,123
KRHP,AWOS,AWOS 3,119.675
KRHP,CNTR,ATLANTA CNTR,134.8
KRHP,UNIC,CTAF/UNICOM,122.8
KRHV,APP,NORCAL APP,120.1
KRHV,ATIS,ATIS,125.2
KRHV,CTAF,CTAF,119.8
KRHV,DEP,NORCAL DEP,121.3
KRHV,GND,GND,121.65
KRHV,TWR,TWR,119.8
KRHV,UNIC,UNICOM,122.95
KRIC,A/D,POTOMAC APP/DEP,118.2
KRIC,ATIS,ATIS,119.15
KRIC,CLD,CLNC DEL,127.55
KRIC,GND,GND,121.9
KRIC,OPS,ARNG OPS,40.2
KRIC,OPS,ANG OPS,142.175
KRIC,RDO,LEESBURG RDO,122.2
KRIC,TWR,TWR,121.1
KRIC,UNIC,UNICOM,122.95
KRID,A/D,DAYTON APP/DEP,134.45
KRID,AWOS,AWOS 3,121.225
KRID,CLD,DAYTON CLNC DEL,133.55
KRID,RDO,TERRE HAUTE RDO,110.6
KRID,UNIC,CTAF/UNICOM,122.7
KRIF,AWOS,AWOS 3,133.375
KRIF,CNTR,SALT LAKE CNTR,133.6
KRIF,RCO,CEDAR CITY RDO,122.5
KRIF,UNIC,CTAF/UNICOM,122.8
KRIL,ASOS,ASOS,135.275
KRIL,CNTR,DENVER CNTR,134.5
KRIL,UNIC,CTAF/UNICOM,122.8
KRIR,UNIC,CTAF/UNICOM,122.8
KRIU,FSS,RANCHO RDO,122.2
KRIU,UNIC,CTAF/UNICOM,122.8
KRIV,A/D,APP/DEP,119.25
KRIV,ATIS,ATIS,134.75
KRIV,GCCD,GND/CLNC DEL,121.75
KRIV,OPS,ANG OPS,29.37
KRIV,PMSV,PMSV METRO,23.98
KRIV,POST,COMD POST,31.1
KRIV,PTD,PTD,37.22
KRIV,RDO,RIVERSIDE RDO,113.4
KRIV,TWR,TWR,127.65
KRIW,ASOS,ASOS,121.425
KRIW,RDO,CASPER RDO,122.2
KRIW,UNIC,CTAF/UNICOM,122.8
KRJD,A/D,POTOMAC APP/DEP,132.425
KRJD,AWOS,AWOS 3,120.225
KRJD,UNIC,CTAF/UNICOM,122.8
KRKD,A/D,BRUNSWICK APP/DEP,123.8
KRKD,AWOS,AWOS 3,119.025
KRKD,UNIC,CTAF/UNICOM,123.05
KRKP,A/D,CORPUS APP/DEP,120.9
KRKP,ASOS,ASOS,119.275
KRKP,CLD,CLNC DEL,121.7
KRKP,UNIC,CTAF/UNICOM,123.05
KRKR,A/D,RAZORBACK APP/DEP,120.9
KRKR,AWOS,AWOS 3,120.625
KRKR,RDO,MC ALESTER RDO,122.6
KRKR,UNIC,CTAF/UNICOM,122.8
KRKS,ASOS,ASOS,118.375
KRKS,RDO,CASPER RDO,122.6
KRKS,UNIC,CTAF/UNICOM,122.8
KRKW,AWOS,AWOS 3,118.775
KRKW,CNTR,ATLANTA CNTR,133.6
KRKW,UNIC,UNICOM,122.8
KRLD,A/D,CHINOOK APP/DEP,128.75
KRLD,AWOS,AWOS 3,132.625
KRLD,CLD,CLNC DEL,122.4
KRLD,UNIC,CTAF/UNICOM,122.7
KRME,A/D,APP/DEP,120.925
KRME,CTAF,CTAF,125.6
KRME,UNIC,UNICOM,122.7
KRMG,ASOS,ASOS,119.925
KRMG,CNTR,ATLANTA CNTR,133.8
KRMG,UNIC,CTAF/UNICOM,123
KRMN,A/D,POTOMAC APP/DEP,124.65
KRMN,APP,QUANTICO ARRIVAL,127.05
KRMN,AWOS,AWOS 3,126.325
KRMN,MISC,GCO,135.075
KRMN,UNIC,CTAF/UNICOM,122.725
KRMY,A/D,KALAMAZOO APP/DEP,119.2
KRMY,AWOS,AWOS 3,120.025
KRMY,RDO,LANSING RDO,122.2
KRMY,UNIC,CTAF/UNICOM,122.8
KRNC,AWOS,AWOS 3,135.525
KRNC,CNTR,MEMPHIS CNTR,126.75
KRNC,UNIC,CTAF/UNICOM,122.8
KRND,APP,SAN ANTONIO APP,39.21
KRND,APP,SAN ANTONIO APP,124.45
KRND,ATIS,ATIS,27.18
KRND,CLD,CLNC DEL,33.835
KRND,DEP,SAN ANTONIO DEP,127.1
KRND,GND,GND,119.75
KRND,INFO,HANGOVER TWR,120.5
KRND,MISC,HANGOVER GND,124.75
KRND,PMSV,PMSV METRO,23.98
KRND,PTD,PTD,37.22
KRND,TWR,TWR,128.25
KRNH,A/D,MINNEAPOLIS APP/DEP,121.2
KRNH,ASOS,AWOS 3,120
KRNH,UNIC,CTAF/UNICOM,122.975
KRNM,APP,SOCAL APP,132.2
KRNM,ASOS,ASOS,132.025
KRNM,ATIS,ATIS,132.025
KRNM,DEP,SOCAL DEP,127.3
KRNM,GND,GND,121.65
KRNM,TWR,TWR,119.875
KRNM,UNIC,CTAF/UNICOM,122.95
KRNO,A/D,APP/DEP,119.2
KRNO,ATIS,ATIS,135.8
KRNO,CLD,CLNC DEL,124.9
KRNO,GND,GND,121.9
KRNO,OPS,ANG OPS,38.885
KRNO,POST,ANG COMD POST,434.1
KRNO,RDO,RDO,122.2
KRNO,TWR,TWR,118.7
KRNO,UNIC,UNICOM,122.95
KRNP,A/D,FLINT APP/DEP,118.8
KRNP,AWOS,AWOS 3,118.025
KRNP,RDO,LANSING RDO,122.3
KRNP,UNIC,CTAF/UNICOM,123
KRNT,A/D,SEATTLE APP/DEP,119.2
KRNT,ATIS,ATIS,126.95
KRNT,CTAF,CTAF,124.7
KRNT,GND,GND,121.6
KRNT,TWR,TWR,124.7
KRNT,UNIC,UNICOM,122.85
KRNV,AWOS,AWOS 3,124.175
KRNV,CNTR,MEMPHIS CNTR,135.875
KRNV,UNIC,CTAF/UNICOM,122.725
KROA,A/D,APP/DEP,118.15
KROA,ATIS,ATIS,134.95
KROA,CLD,CLNC DEL,119.7
KROA,GND,GND,121.9
KROA,RDO,LEESBURG RDO,122.2
KROA,TWR,TWR,118.3
KROA,UNIC,UNICOM,122.95
KROC,A/D,APP/DEP,119.55
KROC,ATIS,ATIS,124.825
KROC,CLD,CLNC DEL,118.3
KROC,EMERG,Rochester Emergency,121.5
KROC,GND,GND,121.7
KROC,OPS,ARNG OPS,41
KROC,RDO,BUFFALO RDO,122.6
KROC,TWR,TWR,118.3
KROC,UNIC,UNICOM,122.95
KROG,A/D,RAZORBACK APP/DEP,128.15
KROG,AWOS,AWOS 3,134.375
KROG,CLD,CLNC DEL,121.75
KROG,TWR,RAZORBACK TWR,118
KROG,UNIC,CTAF/UNICOM,119.375
KROS,AWOS,AWOS 3,28.2
KROS,CNTR,MINNEAPOLIS CNTR,121.05
KROS,CTAF,CTAF,122.9
KROW,A/D,APP/DEP,119.6
KROW,ATIS,ATIS,128.45
KROW,CLD,CLNC DEL,132.875
KROW,CTAF,CTAF,118.5
KROW,GND,GND,121.9
KROW,RDO,ALBUQUERQUE RDO,122.45
KROW,TWR,TWR,118.5
KROW,UNIC,UNICOM,122.95
KROX,AWOS,AWOS 3,108.8
KROX,CNTR,MINNEAPOLIS CNTR,134.75
KROX,RDO,PRINCETON RDO,122.25
KROX,UNIC,CTAF/UNICOM,122.8
KRPB,RDO,WICHITA RDO,109.8
KRPB,UNIC,CTAF/UNICOM,122.8
KRPD,AWOS,AWOS 3,120.525
KRPD,CNTR,MINNEAPOLIS CNTR,125.3
KRPD,RDO,GREEN BAY RDO,122.3
KRPD,UNIC,CTAF/UNICOM,122.7
KRPH,AWOS,AWOS 3,118.025
KRPH,CNTR,FORT WORTH CNTR,127
KRPH,RDO,FORT WORTH RDO,122.4
KRPH,UNIC,CTAF/UNICOM,122.975
KRPJ,A/D,ROCKFORD APP/DEP,126
KRPJ,AWOS,AWOS 3,119.675
KRPJ,FSS,KANKAKEE RDO,122.1
KRPJ,UNIC,CTAF/UNICOM,122.8
KRPX,UNIC,CTAF/UNICOM,122.8
KRQB,AWOS,AWOS 3,121.125
KRQB,CNTR,MINNEAPOLIS CNTR,120.85
KRQB,UNIC,CTAF/UNICOM,122.8
KRQE,ASOS,ASOS,118.325
KRQE,CNTR,ALBUQUERQUE CNTR,124.325
KRQE,RDO,PRESCOTT RDO,122.45
KRQE,UNIC,CTAF/UNICOM,122.8
KRRL,AWOS,AWOS 3,119.925
KRRL,CNTR,MINNEAPOLIS CNTR,124.4
KRRL,UNIC,CTAF/UNICOM,122.8
KRRQ,A/D,SIOUX FALLS APP/DEP,126.9
KRRQ,UNIC,CTAF/UNICOM,122.8
KRRT,AWOS,AWOS 3,119.925
KRRT,CNTR,MINNEAPOLIS CNTR,134.75
KRRT,RDO,PRINCETON RDO,122.55
KRRT,UNIC,CTAF/UNICOM,123.05
KRSL,ASOS,ASOS,128.325
KRSL,CNTR,KANSAS CITY CNTR,124.4
KRSL,RDO,WICHITA RDO,122.6
KRSL,UNIC,CTAF/UNICOM,122.7
KRSN,A/D,MONROE APP/DEP,126.9
KRSN,AWOS,AWOS 3,119.525
KRSN,CLD,CLNC DEL,118.8
KRSN,UNIC,UNICOM,122.7
KRST,A/D,APP/DEP,119.2
KRST,ATIS,ATIS,120.5
KRST,CTAF,CTAF,118.3
KRST,GND,GND,121.9
KRST,RDO,PRINCETON RDO,122.45
KRST,TWR,TWR,118.3
KRST,UNIC,UNICOM,122.95
KRSV,A/D,HULMAN APP/DEP,119.25
KRSV,AWOS,AWOS 3,120.5
KRSV,UNIC,CTAF/UNICOM,123
KRSW,A/D,FORT MYERS APP/DEP,119.75
KRSW,ATIS,ATIS,124.65
KRSW,CLD,CLNC DEL,132.075
KRSW,GND,GND,121.9
KRSW,TWR,FORT MYERS TWR,128.75
KRSW,UNIC,CTAF/UNICOM,122.95
KRTN,ASOS,ASOS,118.375
KRTN,CNTR,ALBUQUERQUE CNTR,132.8
KRTN,UNIC,CTAF/UNICOM,122.8
KRUE,A/D,MEMPHIS CNTR,128.475
KRUE,ASOS,ASOS,132.475
KRUE,UNIC,CTAF/UNICOM,122.7
KRUG,RDO,GRAND FORKS RDO,122.2
KRUG,UNIC,CTAF/UNICOM,122.8
KRUQ,A/D,CHARLOTTE APP/DEP,128.32
KRUQ,AWOS,AWOS 3,118.175
KRUQ,CLD,CLNC DEL,127.35
KRUQ,OPS,ARNG OPS,42
KRUQ,UNIC,CTAF/UNICOM,122.72
KRUT,AWOS,AWOS 3,118.375
KRUT,CNTR,BOSTON CNTR,135.7
KRUT,RDO,BURLINGTON RDO,122.3
KRUT,UNIC,CTAF/UNICOM,122.8
KRVJ,CNTR,JACKSONVILLE CNTR,132.3
KRVJ,CTAF,CTAF,122.9
KRVL,AWOS,AWOS 3,123.85
KRVL,CNTR,NEW YORK CNTR,134.8
KRVL,UNIC,CTAF/UNICOM,122.7
KRVN,A/D,TRI CITY APP/DEP,119.25
KRVN,UNIC,CTAF/UNICOM,122.8
KRVS,A/D,TULSA APP/DEP,119.85
KRVS,ATIS,ATIS,126.5
KRVS,CLD,CLNC DEL,124.5
KRVS,CTAF,CTAF,120.3
KRVS,GND,GND,121.7
KRVS,TWR,RIVERSIDE TWR,119.2
KRVS,UNIC,UNICOM,122.95
KRWF,ASOS,ASOS,126.575
KRWF,CNTR,MINNEAPOLIS CNTR,127.1
KRWF,RDO,PRINCETON RDO,122.4
KRWF,UNIC,CTAF/UNICOM,123
KRWI,ASOS,ASOS,118.875
KRWI,CLD,CLNC DEL,122.3
KRWI,CNTR,WASHINGTON CNTR,135.3
KRWI,RDO,RALEIGH RDO,122.2
KRWI,UNIC,CTAF/UNICOM,123.05
KRWL,ASOS,ASOS,118.525
KRWL,CNTR,DENVER CNTR,132.1
KRWL,RDO,CASPER RDO,122.2
KRWL,UNIC,CTAF/UNICOM,123
KRWN,A/D,SOUTH BEND APP/DEP,132.05
KRWN,RDO,TERRE HAUTE RDO,115.6
KRWN,UNIC,CTAF/UNICOM,122.8
KRWV,A/D,HOUSTON CNTR,120.4
KRWV,AWOS,AWOS 3,118.35
KRWV,CTAF,CTAF,122.9
KRXE,ASOS,ASOS,135.075
KRXE,CNTR,SALT LAKE CITY CNTR,128.35
KRXE,UNIC,CTAF/UNICOM,122.8
KRYM,AWOS,AWOS THREE,148.35
KRYM,CLD,CLNC DEL,126.2
KRYM,CNTR,MINNEAPOLIS CNTR,118.05
KRYM,MISC,RANGE CON,36.1
KRYM,OPS,MILLER OPS,49.65
KRYM,TWR,MILLER TWR,49.2
KRYN,A/D,TUCSON APP/DEP,128.5
KRYN,AWOS,AWOS 3,133.35
KRYN,CTAF,CTAF,125.8
KRYN,GND,GND,118.2
KRYN,TWR,TWR,125.8
KRYV,A/D,MADISON APP/DEP,119.15
KRYV,AWOS,AWOS 3,119.975
KRYV,UNIC,CTAF/UNICOM,122.8
KRYW,A/D,AUSTIN APP/DEP,119
KRYW,UNIC,CTAF/UNICOM,122.725
KRYY,A/D,ATLANTA  APP/DEP,121
KRYY,AWOS,AWOS 3,128.125
KRYY,CTAF,CTAF,125.9
KRYY,GND,GND,119
KRYY,TWR,MC COLLUM TWR,125.9
KRYY,UNIC,UNICOM,122.7
KRZL,CNTR,CHICAGO CNTR,132.95
KRZL,UNIC,CTAF/UNICOM,122.8
KRZN,ASOS,AWOS 3,118.325
KRZN,CNTR,MINNEAPOLIS CNTR,121.05
KRZN,RDO,GREEN BAY RDO,109.4
KRZN,UNIC,CTAF/UNICOM,122.8
KRZR,AWOS-3,,120.475
KRZR,CTAF,,122.7
KRZT,A/D,COLUMBUS APP/DEP,132.3
KRZT,AWOS,AWOS 3,119.225
KRZT,RDO,DAYTON RDO,112.5
KRZT,UNIC,CTAF/UNICOM,122.8
KSAA,AWOS,AWOS 3,118.175
